Hari ke-,PM2.5_1,PM2.5_2,PM2.5_3,PM2.5_4,PM2.5_5,PM2.5_6,PM2.5_7,PM2.5_8,PM2.5_9,PM2.5_10,PM2.5_11,PM2.5_12,PM10_1,PM10_2,PM10_3,PM10_4,PM10_5,PM10_6,PM10_7,PM10_8,PM10_9,PM10_10,PM10_11,PM10_12,CO_1,CO_2,CO_3,CO_4,CO_5,CO_6,CO_7,CO_8,CO_9,CO_10,CO_11,CO_12,NO2_1,NO2_2,NO2_3,NO2_4,NO2_5,NO2_6,NO2_7,NO2_8,NO2_9,NO2_10,NO2_11,NO2_12,SO2_1,SO2_2,SO2_3,SO2_4,SO2_5,SO2_6,SO2_7,SO2_8,SO2_9,SO2_10,SO2_11,SO2_12,O3_1,O3_2,O3_3,O3_4,O3_5,O3_6,O3_7,O3_8,O3_9,O3_10,O3_11,O3_12,HC_1,HC_2,HC_3,HC_4,HC_5,HC_6,HC_7,HC_8,HC_9,HC_10,HC_11,HC_12,Pb_1,Pb_2,Pb_3,Pb_4,Pb_5,Pb_6,Pb_7,Pb_8,Pb_9,Pb_10,Pb_11,Pb_12
227,37.78,32.73,42.11,46.47,26.62,33.13,13.54,3.50,32.71,21.42,12.56,24.05,106.27,92.55,115.83,126.57,77.61,92.42,43.58,12.00,92.11,67.84,41.64,70.46,"6,328.08","5,706.76","6,676.78","7,027.11","5,051.94","5,708.61","3,560.73",400.00,"5,665.92","4,631.65","3,191.15","4,829.62",149.84,133.38,160.62,174.23,115.06,131.21,70.79,5.00,132.28,99.25,64.24,105.14,124.66,109.11,137.69,150.56,89.77,108.40,45.11,4.00,106.26,71.70,42.03,79.19,186.63,171.24,196.57,208.54,152.90,172.07,106.54,20.00,170.16,137.90,97.93,144.23,75.87,69.79,81.26,87.66,61.28,69.26,38.90,4.00,67.96,54.42,35.96,56.66,0.79,0.71,0.82,0.88,0.63,0.72,0.45,0.02,0.71,0.59,0.41,0.60
228,38.54,18.01,48.23,46.64,26.89,38.64,11.82,12.16,46.39,19.63,11.34,31.63,108.92,55.23,131.00,127.94,77.32,107.64,37.68,39.19,128.92,63.11,35.64,89.07,"6,268.68","4,290.88","7,331.53","7,034.06","5,054.31","6,214.52","2,975.00","3,085.20","7,188.84","4,501.37","2,871.38","5,571.46",148.29,88.21,178.64,171.61,113.60,149.14,58.56,60.81,173.73,92.77,56.76,126.90,125.54,60.88,156.12,150.59,87.48,125.45,38.02,40.04,153.28,67.53,36.94,102.60,185.59,127.06,212.31,208.07,154.20,185.81,91.43,91.60,209.58,131.37,88.02,163.08,77.32,48.06,89.78,86.88,59.44,76.31,32.90,35.13,88.50,50.37,32.13,65.58,0.79,0.54,0.91,0.88,0.64,0.79,0.37,0.38,0.90,0.55,0.35,0.69
229,3.50,41.31,27.34,41.41,41.44,21.21,14.14,14.71,37.53,21.24,8.08,35.33,12.00,114.39,77.84,113.93,113.87,64.83,47.21,47.25,106.25,61.59,25.77,98.54,400.00,"6,675.26","5,107.32","6,556.31","6,629.15","4,478.37","3,774.44","3,865.31","6,189.51","4,472.56","2,108.40","5,937.86",5.00,157.67,115.04,159.01,157.27,94.73,75.59,76.58,145.88,96.07,40.92,138.73,4.00,137.94,87.69,136.24,135.22,67.75,47.70,49.67,121.92,70.63,26.49,117.36,20.00,194.25,154.41,192.07,193.56,133.94,109.53,114.37,183.43,133.34,62.83,175.13,4.00,82.12,61.31,79.29,80.19,52.49,41.31,42.05,75.10,52.24,23.75,72.71,0.02,0.84,0.65,0.82,0.83,0.58,0.46,0.48,0.77,0.57,0.27,0.76
230,45.48,29.51,40.08,49.80,42.88,45.01,10.15,14.53,25.98,18.32,13.03,47.70,125.03,84.05,111.35,137.64,119.46,124.27,31.18,46.02,73.55,57.13,42.62,131.55,"7,131.55","5,430.11","6,366.33","7,414.61","6,834.14","7,005.84","2,526.70","3,682.84","4,966.04","4,253.29","3,311.74","7,268.61",170.00,120.97,152.03,184.25,164.02,171.20,49.95,75.47,108.98,87.60,66.23,174.30,150.54,99.56,127.14,160.46,142.03,146.59,34.02,48.41,84.94,59.89,43.33,153.21,208.11,161.76,189.92,219.24,201.99,206.15,76.67,110.96,150.33,126.49,100.42,212.73,86.58,63.75,77.71,92.65,83.35,86.60,28.04,42.37,58.25,48.69,37.73,89.41,0.88,0.68,0.80,0.94,0.84,0.88,0.32,0.47,0.63,0.53,0.43,0.91
231,33.75,14.67,36.62,31.27,38.03,27.53,13.17,8.02,33.45,13.45,7.67,20.31,92.47,47.88,101.09,89.62,107.15,80.52,41.98,25.73,93.62,43.76,24.73,61.54,"5,765.63","3,840.30","5,998.86","5,701.30","6,395.38","5,217.89","3,460.74","2,079.00","5,747.32","3,559.31","1,931.51","4,505.10",133.63,78.11,143.63,130.72,147.92,113.66,67.50,42.95,132.61,68.93,37.90,92.43,109.22,50.16,116.82,104.20,125.29,89.17,44.79,26.36,109.31,46.15,25.15,68.33,170.23,114.91,179.04,166.47,185.57,154.17,103.41,63.31,169.84,103.54,58.41,133.46,68.44,44.11,73.40,66.75,77.11,61.74,39.15,24.34,69.41,39.56,21.82,51.18,0.73,0.49,0.76,0.71,0.79,0.65,0.42,0.27,0.72,0.44,0.23,0.56
232,41.97,23.13,28.85,36.47,39.66,16.51,8.35,4.27,3.50,9.93,10.15,14.32,116.94,70.19,83.42,103.08,112.97,53.67,27.47,13.38,12.00,32.40,32.56,46.66,"6,743.10","4,767.46","5,303.18","6,166.09","6,500.68","4,067.84","2,242.63","1,063.13",400.00,"2,645.38","2,570.20","3,648.12",161.71,102.00,121.61,143.63,154.14,82.63,44.21,21.08,5.00,51.90,51.23,75.22,139.78,77.81,92.51,120.56,131.42,57.27,28.23,14.18,4.00,34.71,34.69,48.71,196.22,143.30,158.78,180.99,188.78,124.16,64.64,30.71,20.00,77.63,79.36,111.91,82.02,54.81,62.48,75.25,78.84,46.15,24.09,12.64,4.00,30.10,29.56,41.76,0.84,0.60,0.66,0.78,0.80,0.52,0.27,0.14,0.02,0.32,0.33,0.46
233,40.83,26.19,20.31,37.60,50.68,40.92,19.00,19.61,37.89,27.12,15.69,26.60,114.96,76.90,61.80,105.49,136.47,115.22,59.39,63.29,106.60,78.93,51.84,79.02,"6,556.80","5,125.33","4,504.06","6,208.43","7,528.52","6,599.04","4,432.64","4,445.11","6,355.27","5,121.09","4,069.68","5,166.83",157.79,115.16,94.58,146.65,184.41,156.07,92.47,94.03,148.15,113.85,81.32,110.94,133.11,86.34,66.62,124.81,162.82,135.19,61.56,66.85,124.95,87.27,56.21,89.14,194.40,150.78,132.37,183.56,220.51,195.76,131.67,134.03,185.24,149.80,122.90,153.34,80.83,60.08,50.83,76.29,93.34,80.56,50.37,51.89,76.77,60.54,46.02,61.02,0.83,0.65,0.56,0.79,0.94,0.83,0.54,0.56,0.79,0.64,0.52,0.63
234,52.59,18.79,42.96,49.86,46.00,39.28,14.12,13.56,24.49,34.01,14.25,27.64,141.61,59.30,122.38,136.32,128.12,110.95,46.85,42.92,70.06,96.05,45.45,82.26,"7,724.18","4,334.10","6,850.25","7,437.16","7,156.89","6,445.97","3,680.01","3,448.25","4,807.22","5,893.77","3,658.56","5,287.06",191.02,90.17,164.96,180.49,173.58,149.67,74.27,68.23,103.09,134.58,72.21,116.43,171.33,63.31,143.55,159.11,152.91,126.72,47.95,43.98,79.07,112.17,47.21,91.38,228.37,129.76,200.80,218.63,208.12,188.05,110.29,103.96,145.01,172.37,111.76,156.08,95.76,50.85,83.34,91.54,88.55,77.39,41.39,39.23,55.58,71.55,40.87,62.65,0.96,0.54,0.85,0.92,0.89,0.79,0.45,0.43,0.61,0.74,0.47,0.66
235,51.73,38.18,40.78,40.35,36.16,27.51,13.98,15.54,35.91,27.20,11.43,42.69,140.88,109.21,112.92,112.90,102.09,82.08,44.74,51.85,101.33,80.28,36.73,118.48,"7,659.63","6,315.39","6,558.49","6,507.67","6,077.55","5,316.51","3,567.12","4,023.59","6,011.18","5,184.75","2,910.38","6,629.19",189.34,147.55,154.42,156.49,146.36,116.96,72.46,82.93,142.30,114.84,57.96,159.41,168.86,127.04,134.45,131.50,119.40,92.93,47.19,54.35,118.48,91.24,37.24,135.62,225.07,185.32,194.24,191.78,181.95,154.58,105.72,122.61,178.97,153.77,87.03,195.36,94.26,77.52,79.59,79.80,73.64,61.49,39.86,46.63,72.83,60.59,32.79,81.75,0.95,0.80,0.82,0.82,0.77,0.66,0.44,0.51,0.75,0.64,0.37,0.84
236,51.28,29.50,36.12,50.09,28.80,33.85,18.27,21.27,28.03,14.82,9.94,23.94,136.89,85.81,100.69,135.97,83.80,94.70,54.49,64.18,83.13,47.62,31.16,70.96,"7,521.39","5,381.13","5,994.93","7,486.08","5,371.59","5,788.71","4,249.93","4,531.89","5,240.01","3,900.51","2,593.46","4,872.78",186.95,119.92,139.92,181.27,120.50,132.32,87.52,96.26,120.64,77.53,52.00,103.52,166.40,98.39,114.44,163.44,95.45,111.36,61.24,70.21,91.01,49.45,33.28,76.69,221.12,157.95,177.32,217.80,160.39,170.48,126.60,135.58,155.71,115.71,74.64,145.81,92.65,63.61,72.55,92.71,63.12,69.97,48.59,52.87,62.79,43.13,27.92,57.19,0.95,0.67,0.74,0.94,0.67,0.72,0.52,0.58,0.65,0.48,0.32,0.61
237,45.88,33.70,37.64,51.83,32.72,26.56,11.38,12.50,46.52,20.55,11.50,19.64,125.48,98.56,104.46,141.86,91.62,77.38,35.89,39.10,124.91,61.54,37.49,58.73,"7,078.75","5,861.34","6,161.55","7,647.47","5,736.61","5,056.48","2,836.06","3,204.16","6,985.51","4,395.99","2,952.44","4,367.06",171.67,138.21,147.84,190.69,130.76,114.88,57.88,64.69,171.21,94.85,58.92,91.13,151.50,111.74,123.20,171.56,104.78,89.71,37.92,41.83,149.06,68.66,38.29,67.33,207.51,172.92,181.18,227.60,169.92,152.22,87.71,94.74,208.70,133.19,88.98,131.05,87.78,70.33,74.25,95.47,68.32,60.60,32.10,35.66,87.32,51.48,33.98,50.16,0.88,0.74,0.78,0.96,0.72,0.65,0.36,0.40,0.88,0.55,0.38,0.56
238,36.85,19.45,21.16,22.89,25.05,28.87,9.17,10.88,14.23,9.48,8.77,25.90,104.42,60.18,65.24,70.27,73.77,83.14,28.62,35.95,45.67,30.27,28.37,78.12,"6,225.70","4,424.16","4,590.40","4,706.43","4,869.29","5,274.98","2,336.66","2,857.70","3,659.57","2,386.97","2,191.89","5,105.93",144.02,89.88,99.69,102.06,105.84,118.29,48.37,57.55,73.23,47.51,45.52,110.94,123.92,65.03,74.13,74.11,81.14,93.05,30.28,37.61,47.29,30.72,28.63,85.56,183.58,131.93,137.99,141.04,146.74,158.56,70.64,84.71,109.13,71.51,64.51,149.59,75.49,50.30,52.58,56.10,56.91,62.30,25.96,32.24,39.82,26.86,24.21,59.77,0.77,0.55,0.59,0.59,0.62,0.67,0.29,0.35,0.45,0.30,0.28,0.64
239,39.28,18.74,28.22,26.49,33.28,16.70,11.77,12.96,21.17,10.52,9.59,23.69,109.64,57.94,80.98,78.89,92.94,53.23,37.17,41.51,65.69,32.82,31.58,71.38,"6,326.57","4,291.71","5,247.49","5,138.12","5,815.89","4,135.67","3,079.18","3,399.54","4,591.43","2,668.61","2,448.62","4,723.75",152.29,90.00,115.03,111.56,131.22,85.44,59.48,67.85,97.91,54.23,48.80,105.47,126.68,65.58,91.91,85.44,108.27,56.44,39.36,43.39,72.73,34.33,31.20,76.83,186.08,131.60,152.98,149.99,170.55,124.41,89.66,100.71,137.31,80.04,75.78,140.84,78.13,49.71,61.63,60.15,69.41,47.33,33.84,38.01,52.91,30.35,28.03,56.34,0.80,0.55,0.65,0.65,0.72,0.53,0.38,0.42,0.58,0.34,0.30,0.59
240,43.20,32.16,53.56,50.42,53.35,41.98,13.41,3.50,33.23,24.82,10.50,38.34,121.15,91.13,145.76,137.79,145.04,114.00,43.66,12.00,93.77,73.06,34.19,106.05,"6,871.21","5,735.02","7,803.59","7,521.79","7,777.76","6,586.27","3,472.39",400.00,"5,767.14","4,898.51","2,714.54","6,276.33",164.93,129.90,191.16,185.89,194.54,160.33,68.78,5.00,132.12,109.15,52.73,149.64,141.89,105.10,172.20,166.03,175.62,135.63,46.22,4.00,109.56,80.29,35.35,126.49,200.58,168.41,226.60,222.08,228.18,196.51,103.40,20.00,170.22,145.85,82.04,186.12,83.59,68.25,96.08,93.05,97.78,80.65,38.70,4.00,70.20,57.79,30.75,77.12,0.86,0.70,0.97,0.94,0.98,0.82,0.43,0.02,0.72,0.62,0.33,0.79
241,44.41,29.33,35.49,51.37,47.61,24.77,9.71,28.88,27.05,25.80,10.17,32.94,122.43,84.00,100.01,139.17,133.11,75.50,31.49,85.90,76.98,77.83,32.45,96.27,"6,845.44","5,413.11","6,053.23","7,650.47","7,272.27","5,017.41","2,489.05","5,332.86","5,083.56","5,041.12","2,652.33","5,804.21",166.51,121.85,140.26,186.84,179.40,109.23,48.68,120.09,114.55,112.99,51.29,133.86,146.15,96.24,116.76,169.82,155.34,86.00,31.76,94.53,86.92,87.52,33.69,107.92,201.77,157.97,179.32,224.83,215.76,147.47,74.19,159.35,150.57,151.53,75.96,169.61,85.12,64.36,73.15,95.47,89.19,59.63,27.37,64.08,59.72,59.84,28.64,70.44,0.86,0.67,0.76,0.95,0.91,0.62,0.31,0.67,0.64,0.64,0.32,0.72
242,30.49,34.53,50.65,43.57,55.40,27.22,13.34,13.84,43.47,19.23,11.19,32.47,88.18,98.66,135.89,120.07,147.34,78.07,42.57,45.62,118.46,59.13,34.37,92.48,"5,470.60","5,892.44","7,524.77","6,907.49","7,873.77","5,185.30","3,440.14","3,587.88","6,781.36","4,430.39","2,759.65","5,751.07",123.39,137.55,186.07,163.53,197.53,112.99,70.00,71.62,163.57,92.20,57.18,131.82,97.76,112.51,163.61,141.76,176.36,87.64,44.26,47.04,140.20,64.18,36.42,106.35,161.73,175.61,219.49,203.69,232.74,154.17,104.63,107.11,200.48,131.32,82.75,171.17,66.03,71.15,93.56,84.36,99.05,60.28,39.60,40.53,83.16,50.34,31.57,68.61,0.68,0.73,0.93,0.86,0.99,0.65,0.42,0.45,0.85,0.55,0.36,0.73
243,43.53,23.00,31.40,46.88,35.74,31.66,13.40,14.48,42.44,17.20,10.98,35.40,119.13,69.15,92.84,129.56,103.75,88.63,42.64,47.63,117.85,56.29,36.56,100.70,"6,755.19","4,678.24","5,605.28","7,220.67","6,064.54","5,645.14","3,429.48","3,823.46","6,653.61","4,262.40","2,834.02","6,040.36",165.16,103.01,127.77,174.03,142.96,128.54,69.44,74.86,160.18,88.16,58.29,142.60,141.27,77.47,104.47,152.97,117.56,103.36,45.62,50.05,140.39,58.62,37.92,115.33,202.73,140.49,169.21,212.07,181.28,165.53,103.11,113.39,198.14,125.36,85.43,179.84,84.44,56.04,68.13,90.02,73.31,67.72,38.77,43.23,82.00,48.56,33.32,73.11,0.85,0.60,0.71,0.90,0.77,0.70,0.43,0.48,0.84,0.54,0.37,0.75
244,48.81,29.15,33.21,55.22,37.64,42.32,13.80,18.95,38.75,14.99,12.31,37.77,133.80,83.64,93.91,150.00,102.60,116.60,44.51,56.92,105.78,48.03,39.68,103.46,"7,411.41","5,254.05","5,749.61","7,975.55","6,124.79","6,692.29","3,487.44","4,316.71","6,307.11","3,790.89","3,193.86","6,211.58",180.85,118.92,131.35,200.00,144.31,163.03,70.32,86.77,148.93,75.46,65.38,146.74,161.23,95.35,104.92,180.00,122.71,140.77,44.94,63.18,125.67,50.43,41.80,122.06,218.82,158.78,168.25,234.66,182.90,199.05,105.80,129.49,184.32,116.38,97.92,183.53,91.47,62.03,68.93,98.91,75.03,83.22,40.36,49.06,77.02,42.95,37.23,76.30,0.92,0.66,0.72,1.00,0.76,0.83,0.44,0.53,0.78,0.47,0.41,0.78
245,31.51,15.97,42.09,42.18,33.06,19.87,9.57,9.78,20.99,11.63,11.34,30.85,90.10,50.00,116.84,116.18,95.38,59.00,30.63,31.96,64.61,37.98,35.96,89.48,"5,590.33","4,055.74","6,697.97","6,542.47","5,821.69","4,361.89","2,464.92","2,595.76","4,625.95","3,075.78","2,887.18","5,608.47",126.60,80.00,158.71,156.31,133.28,91.08,49.85,50.58,95.82,60.06,55.79,124.40,100.79,53.62,139.47,137.65,110.08,67.23,32.85,33.14,71.90,39.30,36.95,101.02,165.48,122.21,196.95,195.76,173.56,130.90,73.05,76.06,134.77,90.60,86.48,163.39,65.82,46.26,80.83,81.44,69.57,50.03,27.87,28.03,53.34,33.91,32.12,66.02,0.70,0.50,0.83,0.82,0.73,0.55,0.31,0.32,0.57,0.38,0.36,0.69
246,23.90,15.50,39.57,23.26,28.92,20.67,9.48,7.44,33.01,11.39,3.78,21.09,69.99,50.00,109.29,69.17,83.44,59.98,31.59,22.96,92.50,35.15,12.63,63.39,"4,857.43","3,914.63","6,361.11","4,697.22","5,326.99","4,494.86","2,467.11","1,929.60","5,705.93","2,812.20",966.06,"4,450.48",103.98,79.09,152.09,101.27,118.41,93.11,48.86,37.99,132.68,58.72,20.15,97.07,78.76,51.36,125.62,77.44,92.22,67.61,32.78,24.20,105.34,37.85,12.28,67.52,144.58,117.77,187.73,142.21,156.37,134.91,76.58,55.98,170.45,87.79,30.82,136.27,56.37,44.81,77.01,55.13,63.01,51.89,28.73,22.02,68.05,32.04,10.82,52.58,0.60,0.50,0.79,0.60,0.66,0.56,0.31,0.23,0.71,0.35,0.13,0.56
247,3.50,33.46,51.04,56.33,35.67,34.20,12.69,20.10,35.81,20.81,9.34,36.02,12.00,94.33,139.46,150.00,98.47,96.95,40.84,60.80,101.18,63.04,31.18,102.41,400.00,"5,863.80","7,547.10","8,163.05","5,976.20","5,875.00","3,185.24","4,507.43","6,053.91","4,510.42","2,477.94","6,068.71",5.00,134.92,189.21,212.30,139.95,135.31,64.01,92.27,138.98,95.44,48.23,144.94,4.00,110.54,168.28,181.59,114.39,111.83,42.59,66.20,115.95,70.85,31.85,118.73,20.00,170.37,224.53,235.97,176.40,172.69,95.91,135.20,176.18,134.54,73.28,182.45,4.00,70.27,94.21,100.00,71.99,70.17,36.35,51.70,71.81,51.87,28.32,73.42,0.02,0.73,0.95,1.00,0.75,0.73,0.40,0.55,0.76,0.58,0.31,0.76
248,38.61,33.53,46.22,46.78,45.56,40.18,18.81,12.52,27.78,23.72,12.97,45.10,108.32,96.16,124.72,127.85,124.47,112.78,59.68,40.63,79.62,71.50,41.20,124.77,"6,333.57","5,898.48","7,089.95","7,103.11","6,924.60","6,496.96","4,347.95","3,262.30","5,183.05","4,836.02","3,328.27","7,030.71",151.12,137.80,170.95,174.30,169.03,154.35,93.68,64.21,117.02,104.24,65.75,169.32,126.43,109.98,151.46,155.16,145.02,128.63,64.18,42.36,93.01,77.93,42.93,149.40,187.09,172.30,207.37,212.88,204.82,189.96,130.35,94.77,154.52,143.02,97.91,204.66,76.37,71.10,86.99,88.62,86.44,78.21,49.93,36.73,62.06,56.63,37.37,85.05,0.80,0.73,0.89,0.89,0.87,0.80,0.54,0.41,0.65,0.60,0.40,0.87
249,40.68,31.88,46.77,61.05,51.64,32.26,11.81,19.30,43.85,16.04,11.88,27.19,115.57,90.58,128.90,158.08,141.45,89.95,38.09,57.51,120.91,51.50,39.47,78.62,"6,599.26","5,645.29","7,142.15","8,410.08","7,676.06","5,693.33","3,073.06","4,373.95","6,939.16","4,117.64","3,155.35","5,107.26",157.84,128.54,176.09,251.86,190.53,129.70,61.51,92.17,166.20,82.57,61.64,115.68,135.37,106.35,153.47,192.50,169.46,102.89,39.77,61.91,145.29,52.54,40.18,90.40,195.07,165.63,211.93,244.64,227.06,167.72,93.59,129.99,203.65,122.76,92.07,153.11,79.43,67.16,89.08,104.66,95.91,67.37,34.98,50.07,84.35,46.71,35.58,60.78,0.82,0.71,0.90,1.03,0.96,0.70,0.38,0.55,0.86,0.50,0.38,0.64
250,44.07,42.34,41.05,31.09,29.82,36.81,10.22,27.78,26.53,14.23,13.99,25.72,123.77,118.46,112.28,90.41,89.13,104.70,32.45,79.74,74.62,46.83,45.11,75.53,"6,878.40","6,744.79","6,473.15","5,573.21","5,574.64","6,174.90","2,665.47","5,284.30","5,030.11","3,671.91","3,520.94","5,017.01",169.02,160.16,154.46,128.32,125.69,143.29,52.07,115.64,111.41,75.58,72.01,110.12,147.84,136.72,131.28,101.84,98.32,118.57,34.93,90.94,86.72,49.23,47.21,84.51,204.74,198.17,192.39,166.01,161.82,180.01,78.94,158.19,151.34,112.21,105.72,149.19,84.50,82.11,80.57,68.23,66.72,73.86,29.97,61.91,58.46,42.78,41.01,58.56,0.86,0.85,0.83,0.70,0.68,0.78,0.34,0.65,0.64,0.47,0.45,0.61
251,46.22,33.95,37.29,40.80,50.64,43.15,15.17,10.59,20.82,20.49,8.24,36.17,128.73,97.37,102.16,113.79,140.18,119.70,49.40,33.85,64.93,62.77,27.13,100.88,"7,055.26","5,917.82","6,194.81","6,474.65","7,501.04","6,869.85","3,924.79","2,647.23","4,606.90","4,528.24","2,127.91","6,099.19",172.51,135.62,143.22,155.73,187.77,167.02,78.99,52.42,95.81,94.33,43.94,141.14,151.36,109.59,120.80,131.87,167.08,144.90,50.68,34.92,70.94,70.66,28.66,116.43,210.91,171.38,182.12,191.42,220.85,201.68,117.13,82.38,134.83,135.35,66.29,177.02,88.11,71.25,74.57,79.21,93.88,84.25,45.00,30.51,51.52,52.21,25.14,72.59,0.89,0.74,0.78,0.82,0.94,0.86,0.49,0.34,0.58,0.57,0.27,0.76
252,27.35,19.52,19.82,46.59,41.27,18.93,12.50,6.73,18.70,17.07,9.62,20.37,79.61,61.06,58.64,130.15,112.89,59.94,39.88,21.76,59.37,56.03,31.81,63.62,"5,106.01","4,505.74","4,331.40","7,166.34","6,583.61","4,417.08","3,226.84","1,820.74","4,334.05","4,172.51","2,589.04","4,509.70",115.60,95.59,90.47,176.51,156.24,90.27,63.99,35.06,93.09,87.11,50.84,94.38,90.52,68.52,61.74,153.28,132.15,62.09,41.54,22.38,64.54,55.69,32.12,71.05,152.65,134.00,129.17,210.41,194.34,130.75,95.63,52.86,131.38,124.21,76.11,136.82,60.30,51.83,50.80,88.15,80.89,50.81,35.84,20.75,50.13,46.68,28.28,53.15,0.65,0.56,0.55,0.89,0.83,0.55,0.41,0.23,0.55,0.52,0.31,0.56
253,28.86,11.71,31.88,47.54,25.74,31.58,12.17,7.07,27.53,16.10,7.63,26.01,83.48,38.06,91.97,130.67,73.28,91.66,38.90,23.64,81.21,51.48,24.99,74.67,"5,310.81","2,976.27","5,611.49","7,263.43","4,888.17","5,673.50","3,156.54","1,803.59","5,171.36","4,007.38","1,927.82","4,981.27",118.38,58.90,131.04,174.27,109.97,130.74,61.88,37.81,115.77,80.36,40.35,108.55,93.75,39.59,102.71,154.33,82.79,105.91,39.60,24.98,89.89,52.00,24.70,82.75,155.64,91.60,167.96,212.36,149.12,168.84,95.21,56.09,153.57,121.38,60.39,148.75,62.67,34.26,67.47,88.58,57.56,68.51,34.51,20.59,60.76,45.36,21.90,58.93,0.66,0.37,0.70,0.90,0.63,0.70,0.38,0.23,0.65,0.51,0.24,0.63
254,39.97,31.56,38.53,40.75,36.67,47.05,14.21,38.37,22.79,20.46,13.04,40.46,112.30,91.75,108.24,113.46,103.35,128.02,46.77,105.71,65.61,60.06,41.96,112.66,"6,398.64","5,587.47","6,303.83","6,499.58","6,205.12","7,124.11","3,645.68","6,212.25","4,620.17","4,476.11","3,267.59","6,620.65",152.54,129.83,146.58,158.35,144.01,175.06,74.66,146.75,99.96,93.73,67.15,154.65,128.75,103.92,126.05,132.25,122.13,149.04,48.36,126.60,72.96,67.72,42.24,135.33,190.25,166.08,187.36,193.35,182.44,208.93,112.03,183.91,137.73,132.25,97.76,192.32,79.71,66.67,75.73,79.85,74.31,88.27,41.20,76.41,53.84,51.09,37.82,79.85,0.81,0.70,0.78,0.81,0.76,0.88,0.46,0.79,0.58,0.55,0.41,0.81
255,44.75,37.94,43.90,40.41,51.06,41.17,14.48,20.49,30.85,21.44,14.12,40.65,122.48,106.46,119.44,114.24,138.37,114.05,47.29,65.00,90.09,65.29,45.25,111.39,"6,871.78","6,323.16","6,825.32","6,560.60","7,543.45","6,541.11","3,685.82","4,593.43","5,576.38","4,581.60","3,663.04","6,556.22",168.20,151.05,166.89,158.56,186.57,155.59,75.43,95.60,125.66,97.38,73.59,155.80,144.47,126.84,143.44,135.13,166.00,134.02,48.35,70.16,103.15,68.99,47.43,130.78,204.83,186.46,202.83,194.02,219.34,193.57,113.26,136.92,162.45,134.41,110.72,193.42,84.76,76.92,84.20,79.62,92.69,80.54,42.67,51.71,66.60,51.64,41.24,79.39,0.86,0.79,0.86,0.81,0.94,0.83,0.47,0.56,0.69,0.56,0.46,0.81
256,38.22,19.05,33.67,35.41,40.14,34.83,13.70,29.57,35.47,3.50,12.54,17.95,108.55,57.14,96.31,99.24,112.48,98.14,42.83,86.46,98.94,12.00,39.89,55.40,"6,282.71","4,291.58","5,883.24","5,997.57","6,597.05","5,915.94","3,449.73","5,451.70","6,031.61",400.00,"3,203.83","4,158.69",150.52,89.10,137.59,142.45,155.29,135.16,68.73,120.36,138.20,5.00,64.00,85.43,123.16,59.54,110.39,116.21,133.10,112.85,44.92,96.12,113.01,4.00,42.54,57.02,185.00,127.02,175.01,178.82,193.86,175.40,105.88,162.15,177.67,20.00,97.33,126.40,77.07,49.77,70.02,72.78,79.89,70.42,38.96,64.85,72.12,4.00,36.25,48.29,0.78,0.54,0.73,0.76,0.82,0.74,0.43,0.67,0.74,0.02,0.40,0.53
257,48.17,30.77,50.32,46.71,40.73,22.36,13.63,8.21,44.59,18.38,10.33,30.19,132.82,90.57,138.56,126.31,115.20,65.06,43.77,25.62,120.51,58.43,32.73,88.91,"7,331.94","5,540.47","7,507.83","7,027.54","6,497.99","4,668.30","3,432.57","2,104.45","6,846.02","4,301.21","2,591.99","5,507.08",179.55,125.89,184.42,171.48,157.04,98.28,70.35,42.72,167.71,91.17,53.22,125.32,157.84,102.43,163.03,148.53,132.57,72.04,44.47,27.94,143.52,63.43,35.15,102.32,212.86,165.99,219.33,209.68,192.57,139.91,103.10,64.19,201.73,129.79,78.00,164.41,90.78,65.78,93.79,87.71,80.37,53.59,39.71,23.82,84.23,48.67,30.05,64.87,0.91,0.70,0.93,0.89,0.83,0.59,0.44,0.27,0.86,0.54,0.34,0.69
258,49.73,21.19,26.83,52.94,45.53,35.83,11.52,3.50,30.09,25.34,10.08,26.84,137.12,64.77,79.81,143.12,125.21,103.84,36.48,12.00,85.37,73.38,31.29,78.56,"7,503.81","4,578.12","5,221.32","7,767.31","7,034.33","6,110.55","2,891.93",400.00,"5,469.03","5,020.43","2,619.28","5,096.84",185.59,99.17,116.15,195.70,168.60,142.59,58.94,5.00,121.86,108.08,49.81,111.02,161.47,73.90,89.48,174.96,147.17,117.75,37.70,4.00,94.70,81.79,33.42,85.10,217.94,136.76,152.50,229.78,206.69,179.96,86.64,20.00,159.52,147.32,78.09,152.25,93.29,53.25,61.20,97.27,86.24,73.96,33.14,4.00,63.86,58.58,28.44,59.13,0.94,0.57,0.65,0.97,0.87,0.77,0.36,0.02,0.68,0.63,0.31,0.63
